<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.03	1291.730	1294.520	1288.340	1291.760	27846	0	0
2019.04.04	1291.760	1294.350	1280.880	1292.100	27902	0	0
2019.04.05	1292.100	1293.180	1284.350	1291.420	26387	0	0
2019.04.07	1292.294	1293.720	1291.390	1291.710	3288	0	0
2019.04.08	1291.710	1303.660	1291.590	1297.930	23363	0	0
2019.04.09	1297.930	1306.150	1296.550	1304.610	33189	0	0
2019.04.10	1304.610	1310.530	1300.900	1308.020	34340	0	0
2019.04.11	1308.050	1308.250	1289.530	1292.160	40465	0	0
2019.04.12	1292.100	1295.760	1290.010	1290.478	33954	0	0
2019.04.14	1291.345	1291.949	1289.270	1289.680	3581	0	0
2019.04.15	1289.680	1290.340	1282.430	1288.320	30527	0	0
2019.04.16	1288.320	1288.320	1272.890	1276.570	38148	0	0
2019.04.17	1276.490	1279.710	1272.930	1274.110	32740	0	0
2019.04.18	1274.110	1277.650	1271.090	1275.639	30493	0	0
2019.04.21	1275.720	1277.140	1275.420	1276.730	1174	0	180
2019.04.22	1276.730	1279.770	1273.740	1274.580	21333	0	0
2019.04.23	1274.580	1276.440	1266.210	1271.360	31025	0	0
2019.04.24	1271.360	1278.490	1268.720	1274.640	32995	0	0
2019.04.25	1274.640	1282.530	1273.310	1278.590	34252	0	0
2019.04.26	1278.590	1288.670	1274.150	1285.923	38128	0	0
2019.04.28	1286.024	1286.657	1285.660	1285.800	2944	0	0
2019.04.29	1285.800	1286.590	1278.010	1280.350	30095	0	0
2019.04.30	1280.350	1286.140	1279.850	1283.120	36861	0	0
2019.05.01	1283.120	1287.230	1272.830	1277.050	43095	0	0
2019.05.02	1277.050	1277.370	1266.200	1270.710	37953	0	0
2019.05.03	1270.710	1282.520	1268.130	1279.026	38855	0	0
2019.05.05	1282.629	1285.796	1281.610	1284.180	8082	0	0
2019.05.06	1284.180	1285.190	1276.930	1282.860	38494	0	0
2019.05.07	1282.860	1286.030	1278.130	1284.810	39683	0	0
2019.05.08	1284.830	1291.440	1279.270	1281.290	42535	0	0
2019.05.09	1281.290	1288.170	1279.560	1283.710	46584	0	0
2019.05.10	1283.720	1289.370	1283.110	1285.730	47274	0	0
2019.05.12	1287.259	1288.070	1286.840	1287.130	4220	0	0
2019.05.13	1287.150	1301.670	1281.900	1301.670	44553	0	0
2019.05.14	1301.670	1303.230	1293.650	1296.990	32463	0	0
